,Age,Gender,Country,WorkHoursPerWeek,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,WorkLifeBalanceScore,BurnoutRisk
1012,59,0,3,47,6.31,3.63,6.71,6.41,5.2,3.2,71,1,8.52,0,8,9.54,0
1013,25,1,0,49,1.54,3.74,2.95,1.44,5.4,4.1,115,1,5.58,0,4,7.78,0
1014,22,3,5,48,9.76,1.27,2.04,3.88,4.5,3.6,105,1,6.01,1,3,3.28,1
1015,29,0,1,59,5.19,1.33,9.04,4.56,7.0,2.7,10,0,8.95,0,8,2.09,0
1016,50,1,0,46,9.34,9.58,6.76,3.23,6.0,6.9,1,0,1.14,0,1,6.13,1
1017,24,1,3,45,1.09,6.14,3.19,1.35,6.5,5.9,29,1,1.6,1,1,4.24,0
1018,53,0,6,37,3.23,3.76,4.48,3.87,4.8,3.1,67,1,2.45,1,2,8.48,0
1019,31,0,6,36,1.94,4.41,9.76,8.13,7.2,1.3,52,1,1.27,1,9,7.7,0
1020,31,3,1,49,7.93,7.43,8.76,4.24,7.1,3.2,88,1,6.92,1,3,3.49,1
1021,40,1,0,57,3.88,4.3,1.14,3.91,5.3,3.8,20,1,6.7,0,9,1.15,0
1022,55,1,3,41,8.56,3.05,9.82,9.48,6.3,3.8,24,1,2.9,0,8,3.14,1
1023,54,2,4,38,8.49,1.92,4.32,1.37,8.5,3.6,72,0,2.34,0,4,6.1,1
1024,44,1,5,56,7.01,7.56,7.26,7.91,7.9,0.5,71,0,2.31,1,1,1.71,1
1025,49,3,5,43,6.99,2.63,7.41,5.35,5.1,4.6,4,1,9.58,1,2,6.92,0
1026,53,2,3,49,7.3,1.63,9.21,9.5,8.4,8.4,109,0,7.24,1,7,7.05,1
1027,28,2,4,30,7.06,4.84,8.97,4.54,4.3,1.8,91,1,6.27,1,5,2.52,1
1028,50,2,6,39,4.48,1.36,3.54,7.37,6.1,1.5,65,1,3.9,0,4,6.37,0
1029,29,0,1,46,7.15,9.68,6.79,1.63,4.4,4.7,84,0,4.9,0,3,6.46,1
1030,22,0,2,46,9.08,6.65,4.54,9.36,8.6,3.7,48,1,1.8,1,3,5.3,1
1031,24,1,2,46,3.99,2.37,5.73,4.1,4.2,5.6,7,0,9.98,0,7,9.58,0
1032,45,2,1,33,9.5,2.55,5.99,5.72,4.8,9.5,97,1,7.8,0,5,1.97,1
1033,44,3,3,46,1.12,6.13,4.57,2.25,8.6,7.6,86,1,6.59,1,4,4.66,0
1034,29,0,4,47,4.14,4.21,5.18,9.51,6.9,6.9,78,0,6.29,0,4,8.95,0
1035,58,3,4,49,2.19,7.97,2.88,7.06,8.0,4.2,26,0,5.54,0,5,4.48,0
1036,24,3,5,52,2.14,5.91,6.47,1.49,4.1,2.9,1,0,3.32,0,2,4.82,0
1037,54,0,6,31,8.34,4.9,7.83,2.4,6.1,5.4,27,1,3.04,1,6,7.01,1
1038,49,0,0,37,9.27,9.67,4.87,4.6,8.9,8.9,10,0,5.95,1,0,6.99,1
1039,29,0,4,42,8.0,4.52,9.8,2.95,6.9,8.8,45,1,1.63,1,4,1.21,1
1040,55,0,1,52,9.79,4.61,1.52,3.74,8.2,4.5,20,1,1.67,1,5,5.1,1
1041,56,2,0,54,2.95,6.99,6.3,9.98,8.8,2.5,41,0,6.05,0,1,4.0,0
1042,53,2,2,59,2.27,8.29,6.25,6.93,7.4,2.3,31,1,9.28,1,1,6.65,0
1043,45,2,0,51,5.69,6.64,1.33,9.3,5.6,0.3,31,0,9.23,0,8,6.0,0
1044,35,2,6,49,8.46,7.29,3.02,4.92,5.5,8.4,70,0,1.1,0,1,6.86,1
1045,53,1,1,51,1.36,4.36,9.15,7.39,4.4,2.6,21,1,1.97,1,2,6.88,0
1046,37,2,6,44,9.96,5.32,5.9,5.14,6.1,3.6,77,1,6.25,1,0,3.29,1
1047,25,0,0,49,6.42,2.77,4.93,3.95,8.6,8.1,76,0,8.64,1,8,3.22,0
1048,58,3,3,52,9.81,7.12,4.74,5.67,6.4,1.2,20,0,9.59,1,0,4.33,1
1049,42,2,4,38,4.29,2.99,8.99,4.85,8.6,4.6,21,1,8.75,0,3,3.18,0
1050,35,1,1,32,5.12,1.01,4.3,9.82,8.1,1.2,33,0,7.1,0,6,7.15,0
1051,52,0,3,32,7.77,9.4,8.73,5.47,8.9,4.4,9,1,2.8,0,1,6.43,1
1052,39,3,0,31,8.13,3.75,3.78,8.3,8.7,0.5,64,1,1.65,1,7,2.95,1
1053,28,3,4,30,3.1,2.77,5.78,7.0,7.5,5.2,64,0,1.43,1,7,8.96,0
1054,31,2,5,43,9.37,3.41,2.29,5.32,8.4,8.0,87,1,6.51,1,2,5.15,1
1055,28,3,3,46,8.81,3.97,8.43,5.27,7.7,6.8,66,0,1.33,1,3,2.14,1
1056,54,2,3,42,1.16,5.27,7.62,4.08,7.5,5.1,94,0,7.65,0,6,2.92,0
1057,44,2,0,48,2.16,1.62,5.77,1.96,7.6,8.3,42,1,7.41,1,4,5.86,0
1058,42,0,2,59,5.46,1.47,1.23,7.85,7.6,2.3,114,1,1.72,0,4,4.05,0
1059,40,0,0,52,5.15,3.64,5.33,9.26,5.9,8.3,40,1,9.16,0,1,8.66,0
1060,40,1,3,44,7.38,3.66,3.03,2.96,6.1,2.8,12,0,5.7,0,5,5.45,1
1061,57,0,4,56,1.81,2.06,4.72,9.33,5.5,3.6,117,0,9.14,1,3,9.24,0
1062,50,0,2,54,6.8,4.64,8.71,3.09,4.7,1.3,3,0,9.11,1,4,1.92,0
1063,39,2,0,43,6.55,3.56,7.93,5.77,6.3,1.0,115,0,2.77,0,4,7.02,0
1064,23,0,1,31,3.1,1.23,3.18,4.09,8.5,9.3,22,0,4.43,1,1,8.97,0
1065,22,2,0,36,5.88,8.97,9.86,2.03,7.3,1.9,69,0,2.21,1,7,3.64,0
1066,26,2,3,46,3.0,8.97,9.13,1.48,4.3,3.3,33,1,7.97,1,0,2.22,0
1067,41,0,3,47,2.32,2.88,5.76,4.29,8.1,5.3,40,1,5.54,0,1,5.11,0
1068,32,1,5,35,6.16,2.47,5.77,1.43,8.7,3.5,17,1,9.36,0,6,9.65,0
1069,23,1,0,56,9.8,5.93,9.11,1.94,8.1,8.7,119,0,2.87,0,6,6.7,1
1070,24,3,3,50,3.13,6.68,6.73,2.28,7.6,9.0,99,1,7.2,0,1,6.8,0
1071,44,3,1,37,4.2,9.62,5.83,1.02,4.8,3.3,89,0,9.9,0,0,7.04,0
1072,33,0,6,57,3.31,4.4,7.74,2.38,5.7,0.9,96,1,6.99,1,9,1.36,0
1073,41,1,2,56,3.4,6.56,3.12,6.2,6.8,2.1,32,1,1.62,1,0,5.01,0
1074,26,2,6,31,4.64,8.9,8.91,8.38,4.4,4.7,24,1,6.3,0,0,1.7,0
1075,58,3,2,30,7.32,5.05,5.78,2.74,4.5,2.9,51,1,2.62,0,5,3.84,1
1076,59,2,1,45,1.35,2.1,6.43,1.73,8.7,4.5,16,0,1.27,0,9,8.39,0
1077,51,3,0,36,9.61,4.4,1.81,7.57,7.5,7.6,50,0,4.01,0,6,6.91,1
1078,30,0,5,51,1.42,2.23,3.79,1.07,5.4,4.2,2,1,3.39,1,1,9.96,0
1079,55,1,3,53,8.93,1.15,4.84,7.61,5.6,2.0,54,1,8.1,0,5,2.55,1
1080,56,3,3,40,9.05,7.76,4.73,2.18,5.9,3.6,85,0,4.36,1,3,4.57,1
1081,43,1,3,44,5.72,3.15,8.0,3.05,4.4,7.4,55,0,7.6,0,8,8.29,0
1082,45,2,0,42,2.23,1.02,3.54,2.08,7.7,4.2,118,1,1.15,1,7,2.94,0
1083,38,0,2,59,6.09,8.85,2.64,3.23,4.9,2.5,112,1,1.13,1,7,2.38,0
1084,31,1,1,53,6.66,4.99,6.24,8.18,8.0,4.3,34,1,1.26,1,1,4.85,0
1085,51,0,3,31,8.72,3.15,6.54,2.19,8.2,4.5,67,1,2.97,0,4,4.45,1
1086,44,1,6,43,5.96,3.37,2.09,9.95,7.2,3.0,58,1,4.37,0,1,9.82,0
1087,53,2,3,53,4.7,3.16,1.02,3.94,7.8,10.0,91,1,6.47,0,2,5.11,0
1088,38,2,0,35,8.54,2.75,9.26,9.3,4.9,7.7,58,0,9.87,0,7,8.75,1
1089,38,0,1,38,9.83,8.57,1.72,2.71,6.9,6.9,12,0,4.19,1,4,8.99,1
1090,35,2,5,57,6.81,2.53,9.08,2.69,7.4,8.5,61,0,1.5,0,3,2.42,0
1091,30,3,1,36,8.87,6.06,4.59,6.09,7.3,6.7,93,0,2.75,0,4,7.44,1
1092,23,1,6,47,6.39,1.7,6.88,1.46,4.6,7.9,46,1,9.08,0,7,3.5,0
1093,46,2,3,53,7.21,9.55,2.67,8.21,5.7,4.1,75,0,7.29,0,9,1.85,1
1094,30,3,3,38,7.19,6.43,8.42,4.96,5.6,5.0,2,0,8.11,0,6,8.87,1
1095,43,0,4,52,7.34,9.13,2.62,7.29,6.9,0.5,20,0,2.12,1,5,3.63,1
1096,25,3,2,33,3.89,4.58,4.48,2.57,7.8,2.8,103,1,2.21,1,1,4.11,0
1097,47,0,6,38,6.18,8.3,3.14,6.78,6.9,3.7,64,1,2.01,1,9,3.92,0
1098,50,0,4,33,6.35,8.68,8.54,6.35,7.8,6.3,17,1,8.71,0,4,2.8,0
1099,55,1,1,41,3.84,7.33,8.73,7.8,4.5,4.6,12,0,2.89,0,9,4.91,0
1100,44,1,5,33,4.15,1.84,4.35,3.68,8.4,6.1,70,0,6.79,1,8,4.85,0
1101,58,3,2,54,7.86,1.14,3.77,9.4,6.7,7.1,76,1,5.65,0,8,4.68,1
1102,32,1,6,59,6.24,2.52,7.96,9.65,4.2,0.4,80,1,5.9,1,8,9.25,0
1103,27,1,3,53,2.34,2.06,8.91,8.81,7.2,2.6,108,0,2.76,1,2,4.06,0
1104,39,1,1,49,8.54,7.53,6.62,6.15,6.6,1.7,95,1,6.72,1,8,1.27,1
1105,42,3,6,43,8.95,6.01,9.35,4.78,5.1,1.9,92,1,1.39,1,8,2.61,1
1106,57,2,3,53,5.2,5.73,4.45,1.52,7.8,5.0,44,0,9.94,1,4,7.49,0
1107,59,1,2,53,2.88,3.28,2.37,9.53,8.7,7.4,61,0,1.24,0,5,6.32,0
1108,55,1,3,36,9.53,2.39,2.62,9.57,5.6,2.7,29,0,1.45,0,6,9.57,1
1109,38,3,5,55,8.94,2.86,7.03,1.17,6.5,8.2,74,1,3.92,0,9,7.25,1
1110,58,2,1,42,3.2,4.6,4.67,4.21,4.6,8.9,13,0,8.48,0,9,2.75,0
1111,46,1,0,51,1.86,7.66,2.41,8.92,8.6,3.5,52,0,3.31,1,9,2.09,0
1112,59,0,3,37,4.97,3.29,3.63,1.73,5.6,6.8,9,1,5.25,1,5,5.69,0
1113,33,3,5,52,7.09,7.29,5.78,2.77,5.0,1.2,71,1,1.16,1,4,6.99,1
1114,44,1,0,34,2.58,5.42,2.09,9.81,6.4,7.4,30,1,1.71,1,0,2.49,0
1115,43,1,1,41,5.62,8.97,1.03,8.63,4.2,1.7,5,0,6.47,0,3,6.42,0
1116,42,0,2,42,4.83,3.1,9.26,9.21,5.3,6.9,82,0,2.75,1,7,8.79,0
1117,48,0,2,58,9.01,5.06,3.74,2.28,4.3,4.2,118,1,7.25,1,7,7.55,1
1118,52,3,1,49,4.87,1.87,2.99,2.9,4.6,9.3,18,0,8.07,1,5,6.98,0
1119,27,3,1,43,5.8,4.02,7.29,6.45,4.6,4.6,11,0,8.65,0,2,8.1,0
1120,48,0,6,57,9.6,5.56,8.68,5.52,8.4,0.3,116,0,2.2,1,7,1.94,1
1121,55,3,5,47,3.7,7.59,6.69,3.69,8.7,4.8,63,0,5.1,1,6,2.83,0
1122,33,0,5,56,3.6,2.78,3.29,8.95,6.4,8.0,102,1,9.52,1,8,1.34,0
1123,28,1,1,53,8.2,2.96,8.75,9.11,7.2,6.5,113,0,7.95,0,2,2.3,1
1124,31,0,4,54,3.5,6.68,5.59,3.63,7.5,9.7,115,0,2.05,0,5,9.22,0
1125,38,0,4,49,8.49,4.44,4.43,2.4,6.0,8.4,81,0,5.52,1,0,3.0,1
1126,47,2,0,33,1.86,5.34,6.44,2.34,5.9,5.3,54,1,9.3,0,7,6.96,0
1127,42,0,0,50,2.0,8.53,7.31,5.36,7.4,2.1,66,0,4.96,0,1,7.22,0
1128,49,0,4,47,9.11,5.49,6.34,2.2,5.9,0.0,8,0,8.54,1,4,6.81,1
1129,23,2,1,36,5.87,6.87,9.28,5.26,6.9,9.8,5,0,5.46,0,5,5.99,0
1130,22,3,1,44,7.47,6.91,6.65,5.16,6.6,9.4,0,1,1.96,0,3,5.38,1
1131,57,2,0,50,3.03,8.23,8.91,8.96,6.6,2.7,41,0,2.33,1,8,4.78,0
1132,47,1,3,35,2.5,6.74,6.28,3.67,8.1,6.4,103,1,1.42,1,2,9.25,0
1133,50,2,1,45,8.51,1.58,3.97,6.05,7.5,7.3,92,0,2.76,0,1,1.09,1
1134,42,1,4,49,4.23,4.08,5.79,7.69,8.8,5.8,54,1,9.04,1,2,1.48,0
1135,32,3,5,53,5.1,9.9,1.78,6.36,8.0,8.4,48,1,6.85,0,4,5.43,0
1136,32,2,1,37,1.25,2.77,3.07,9.59,4.7,0.8,98,0,7.65,1,0,3.97,0
1137,57,2,1,57,4.47,6.28,7.9,6.42,7.7,9.0,98,0,6.59,0,9,4.67,0
1138,56,3,3,50,7.93,8.59,6.95,9.12,7.3,3.9,29,1,4.48,1,3,9.98,1
1139,55,1,0,45,8.39,6.28,2.5,3.21,7.2,4.8,34,1,2.95,0,0,7.98,1
1140,45,2,1,57,7.29,4.35,4.94,6.05,6.4,4.4,62,0,9.33,0,8,8.9,1
1141,43,1,2,51,7.23,1.72,2.28,5.89,4.3,5.3,102,0,5.63,0,2,4.32,1
1142,26,2,6,45,5.56,4.25,8.7,9.91,8.8,6.0,21,0,5.33,0,1,3.16,0
1143,54,0,4,32,5.84,2.64,1.98,2.84,8.3,7.1,42,0,9.96,0,4,7.91,0
1144,57,2,2,46,7.68,9.65,6.89,2.27,6.4,5.2,27,0,4.46,0,0,8.27,1
1145,41,3,0,38,3.23,7.44,6.46,6.51,4.8,6.8,17,0,8.69,0,9,5.95,0
1146,40,3,5,54,3.08,7.74,5.25,3.01,8.1,3.4,31,0,8.76,0,6,9.06,0
1147,56,1,6,32,9.55,4.92,3.5,6.75,6.2,9.4,68,1,3.09,1,8,9.71,1
1148,38,2,2,49,1.25,1.99,4.64,9.75,6.0,0.6,53,1,1.85,0,0,5.24,0
1149,55,1,6,58,2.26,3.4,8.26,9.52,7.3,5.5,33,0,9.78,1,7,3.0,0
1150,30,1,4,36,6.13,3.34,7.85,3.08,7.8,0.9,30,0,4.83,1,7,5.65,0
1151,47,0,0,47,7.64,5.38,7.65,2.54,4.3,4.4,109,0,1.02,0,6,9.91,1
1152,23,0,1,41,5.84,5.15,7.75,6.05,7.8,2.6,96,1,5.49,1,9,3.64,0
1153,30,3,5,48,4.2,4.9,2.29,6.28,7.7,9.4,3,1,6.57,1,3,6.56,0
1154,30,1,0,45,9.8,5.46,1.89,6.96,6.9,0.1,13,0,7.98,1,6,7.25,1
1155,38,3,6,51,7.33,9.88,8.75,7.67,5.7,3.9,14,0,9.49,1,1,2.93,1
1156,22,2,2,56,8.48,3.69,8.53,6.41,4.8,7.8,59,1,9.24,1,5,6.3,1
1157,46,1,4,53,1.36,6.54,7.13,2.01,4.5,1.9,19,1,9.46,1,4,3.83,0
1158,46,1,4,46,3.12,3.16,6.45,8.11,4.0,8.2,19,1,1.29,0,4,8.69,0
1159,56,2,0,49,4.37,5.2,4.3,1.72,5.0,8.6,48,0,7.41,0,7,7.43,0
1160,24,2,1,44,2.64,2.8,3.02,1.18,6.1,7.1,98,0,3.03,1,0,8.44,0
1161,58,3,2,30,1.66,6.02,7.01,7.93,5.2,2.1,118,1,2.69,0,7,2.8,0
1162,51,3,1,31,3.03,3.39,9.22,5.94,5.5,2.7,67,0,8.2,1,3,1.31,0
1163,59,2,1,37,5.8,1.33,4.93,7.29,6.0,1.7,17,0,4.75,1,9,8.65,0
1164,55,3,2,51,7.26,8.34,3.73,4.44,5.5,1.8,23,0,9.25,1,5,4.48,1
1165,33,2,6,54,7.97,2.15,3.44,1.1,7.6,0.4,26,1,1.38,0,5,2.62,1
1166,40,1,0,31,1.39,4.31,1.21,3.98,6.5,8.6,32,1,8.22,0,0,1.83,0
1167,58,1,0,48,4.85,5.29,5.68,6.47,4.1,5.3,63,1,2.23,0,7,5.65,0
1168,38,0,3,38,2.1,4.89,9.89,3.03,5.1,3.3,24,0,2.59,1,3,2.35,0
1169,31,1,0,38,4.88,7.53,8.34,7.19,7.5,2.9,68,0,5.3,0,8,6.1,0
1170,33,2,4,42,4.91,6.37,9.08,8.15,5.5,5.4,17,1,4.56,0,6,7.55,0
1171,37,3,6,35,5.48,3.66,6.59,5.09,8.6,3.3,44,0,5.38,1,3,5.82,0
1172,45,0,2,59,9.04,1.47,5.33,8.88,7.6,8.6,109,1,9.46,0,0,9.13,1
1173,40,3,0,44,8.25,7.91,9.91,8.69,5.4,2.1,19,0,6.92,0,8,2.4,1
1174,29,2,6,48,6.73,4.17,5.02,8.9,6.6,8.8,34,0,3.61,0,9,5.45,0
1175,52,1,0,50,8.97,9.01,9.25,6.95,7.3,6.6,118,0,2.56,0,5,2.47,1
1176,42,0,2,44,7.11,4.56,7.86,3.74,5.0,9.6,5,0,4.78,1,5,8.88,1
1177,38,2,5,47,8.37,7.46,3.98,5.33,5.2,0.2,90,0,5.06,1,0,9.39,1
1178,44,0,2,36,6.07,9.46,5.53,7.39,6.5,0.6,91,1,6.41,1,4,4.6,0
1179,58,0,2,55,5.73,6.86,4.46,2.9,8.6,5.0,74,1,3.39,1,3,3.75,0
1180,37,1,2,40,7.52,4.72,2.23,7.65,5.7,9.1,8,0,7.91,1,0,3.51,1
1181,27,2,0,37,1.18,6.11,4.21,5.93,6.0,7.3,51,1,1.89,1,6,8.74,0
1182,29,3,3,35,7.21,5.89,9.0,1.86,5.0,6.2,27,0,6.04,0,3,7.14,1
1183,46,0,2,37,9.41,6.26,7.77,6.02,7.0,0.3,18,0,6.61,1,2,8.93,1
1184,39,0,4,31,7.43,2.32,3.5,1.6,7.7,3.5,102,0,2.86,1,1,2.06,1
1185,46,3,4,48,1.33,7.29,4.31,1.13,6.2,3.5,117,1,8.43,0,7,5.28,0
1186,33,2,6,45,4.4,2.31,6.55,9.01,7.8,5.4,84,0,6.54,0,4,7.09,0
1187,36,0,3,36,8.29,1.13,4.75,5.41,5.5,2.6,62,0,6.81,1,9,9.07,1
1188,47,0,6,39,9.63,6.62,5.53,5.89,7.5,2.7,94,1,5.48,0,8,4.44,1
1189,47,0,4,41,4.33,2.05,7.28,3.52,5.3,6.2,105,0,9.19,0,4,3.82,0
1190,53,2,1,46,8.57,7.93,5.21,5.88,7.9,9.4,6,1,7.25,1,9,9.22,1
1191,31,2,4,36,8.77,8.79,2.72,2.52,8.2,6.6,36,1,4.44,0,0,1.43,1
1192,37,3,5,51,2.11,9.5,5.69,7.71,8.0,6.7,88,1,3.15,0,9,5.32,0
1193,28,2,2,37,8.61,6.98,4.21,8.41,5.1,9.9,91,1,1.64,1,4,5.13,1
1194,38,2,1,36,3.92,5.34,3.62,8.7,7.5,1.5,35,1,2.49,1,4,2.31,0
1195,44,1,4,33,6.34,4.17,3.95,1.96,6.7,0.3,16,1,9.93,0,7,4.55,0
1196,47,3,0,32,5.85,5.42,4.95,6.02,8.9,7.5,89,1,4.66,0,5,7.5,0
1197,42,0,0,48,6.97,2.71,8.98,8.28,5.8,4.4,91,0,9.09,1,4,4.3,0
1198,43,2,6,44,7.66,4.14,7.61,2.15,7.9,4.3,36,0,2.54,1,7,3.79,1
1199,28,0,1,33,4.97,7.46,7.01,1.9,5.9,2.3,80,0,4.83,0,0,8.04,0
1200,35,0,6,54,8.99,2.96,5.24,8.35,6.0,5.1,59,0,9.64,0,4,9.9,1
1201,36,1,2,38,8.29,3.38,1.02,8.17,4.6,4.4,48,0,1.82,1,2,8.01,1
1202,28,2,2,42,8.07,7.74,4.06,5.04,5.2,3.5,80,0,6.35,1,4,8.62,1
1203,30,3,5,47,5.12,2.6,8.32,1.99,4.8,4.4,96,0,9.27,1,2,9.46,0
1204,29,2,3,50,1.34,3.21,4.49,5.65,4.8,3.8,55,0,9.55,0,3,8.22,0
1205,44,0,6,45,5.43,1.16,6.07,4.55,4.0,9.4,33,1,8.61,1,8,9.82,0
1206,50,3,2,30,9.09,7.48,2.84,5.67,8.0,9.8,86,0,8.7,1,1,7.73,1
1207,39,2,6,33,2.71,6.56,9.24,4.96,6.3,8.4,29,0,6.87,1,9,6.95,0
1208,52,0,2,47,9.84,7.25,9.31,6.12,8.0,9.9,26,1,2.98,0,0,7.24,1
1209,51,0,4,37,8.27,2.93,2.31,7.54,7.1,2.7,50,1,7.58,0,3,9.1,1
1210,56,1,6,49,7.39,7.19,7.52,7.97,8.2,8.4,8,1,9.81,0,7,7.15,1
1211,39,1,4,45,7.09,6.37,1.68,6.84,6.5,4.1,19,0,5.73,1,4,7.85,1
1212,38,1,6,50,6.28,4.3,6.39,2.79,4.5,7.5,86,1,3.35,1,8,2.94,0
1213,35,0,3,40,7.49,4.94,2.61,4.57,7.1,2.0,46,1,6.16,1,9,9.21,1
1214,52,2,5,49,4.8,6.11,2.31,1.64,7.4,8.1,18,1,7.22,1,2,5.02,0
1215,45,1,0,50,8.61,5.44,1.04,5.07,7.1,0.8,100,1,2.87,0,8,2.45,1
1216,56,2,0,50,7.27,6.78,9.47,9.73,8.0,2.7,108,0,7.47,0,0,8.2,1
1217,55,1,0,50,7.94,2.63,8.46,6.78,7.7,8.2,67,1,6.29,1,1,4.21,1
1218,24,3,4,56,8.13,5.87,1.7,2.39,6.2,7.5,76,0,6.51,1,8,2.66,1
1219,58,3,1,48,1.83,5.05,6.39,3.42,8.1,5.0,101,1,3.75,1,8,3.31,0
1220,47,1,2,52,1.5,5.15,3.1,1.58,7.5,6.7,11,1,2.4,1,9,1.31,0
1221,44,0,0,48,8.21,5.22,3.38,2.64,4.6,1.9,72,1,6.61,1,4,1.82,1
1222,36,1,3,47,3.33,8.93,8.87,5.39,6.7,6.7,78,0,6.28,0,9,6.33,0
1223,25,1,0,48,6.24,8.37,2.03,4.1,7.6,0.1,84,1,4.04,1,3,8.8,0
1224,50,0,6,40,4.99,6.67,6.41,2.84,6.8,8.3,78,0,3.66,0,8,5.04,0
1225,43,3,4,32,1.2,7.45,4.61,2.32,8.7,5.2,112,1,4.13,0,9,6.63,0
1226,46,2,1,37,1.36,1.39,2.72,6.9,4.5,9.4,4,0,5.41,1,1,8.29,0
1227,34,1,6,49,8.44,7.7,5.07,6.02,7.6,4.8,68,0,9.77,0,2,4.21,1
1228,39,0,1,48,6.47,5.38,9.46,8.58,8.1,4.3,24,1,7.87,0,7,6.89,0
1229,54,1,6,39,5.71,3.86,8.03,2.65,7.5,4.5,87,1,8.67,1,0,4.15,0
1230,37,0,6,45,9.5,2.26,2.19,8.63,5.9,3.6,100,1,5.55,1,1,6.78,1
1231,23,2,5,34,2.56,1.68,8.64,6.2,5.9,1.7,116,0,5.74,1,4,2.96,0
1232,56,2,5,49,3.32,1.4,9.44,3.4,6.9,8.4,30,1,2.84,1,6,9.8,0
1233,55,3,2,38,7.81,2.46,3.49,3.46,6.0,3.9,45,0,7.49,0,9,1.69,1
1234,51,0,4,37,7.98,1.27,4.0,4.51,8.4,5.3,33,0,4.79,1,8,5.55,1
1235,34,0,3,40,4.64,7.59,2.14,5.14,4.5,0.2,40,0,7.68,0,2,3.58,0
1236,34,3,3,45,9.56,3.24,4.1,1.74,7.2,0.6,77,0,4.68,0,3,6.41,1
1237,39,3,3,36,9.44,4.32,7.06,8.58,4.7,6.0,90,0,1.98,0,9,4.85,1
1238,53,0,6,44,1.11,8.4,3.45,2.09,6.7,8.8,110,0,2.56,1,0,3.76,0
1239,53,3,5,53,2.55,2.03,1.06,5.35,7.6,4.9,67,0,8.3,0,0,3.25,0
1240,56,2,4,58,8.38,8.52,4.05,4.45,4.8,1.6,86,1,3.33,0,0,2.64,1
1241,50,1,6,50,4.02,6.76,5.08,5.61,7.5,1.2,37,1,3.38,1,3,8.05,0
1242,50,2,1,49,1.86,4.08,6.1,8.99,4.7,9.0,45,0,9.36,0,8,3.0,0
1243,37,3,5,52,8.06,2.06,7.15,9.9,7.1,7.0,68,1,6.92,0,7,7.96,1
1244,31,0,5,46,5.09,1.82,1.56,1.18,6.5,9.7,26,1,2.03,1,3,5.37,0
1245,51,0,0,35,5.43,4.02,5.23,4.54,5.5,0.8,42,0,2.29,0,7,1.65,0
1246,46,2,0,44,2.68,2.26,3.4,8.36,4.6,9.0,116,1,3.45,0,6,2.49,0
1247,41,0,4,37,6.95,3.41,9.53,3.94,7.7,8.5,77,0,6.35,0,5,9.04,0
1248,26,3,1,36,5.96,1.48,4.24,6.84,5.9,8.9,70,0,7.78,1,9,6.43,0
1249,22,2,4,31,2.86,6.36,1.9,9.93,4.4,0.1,109,1,3.47,0,1,2.66,0
1250,51,0,4,59,4.06,2.31,1.37,6.82,7.9,7.4,44,0,8.84,1,2,7.33,0
1251,24,1,6,42,6.37,7.81,3.39,2.0,5.2,5.5,17,0,1.98,1,3,8.41,0
1252,35,1,2,59,9.32,2.96,2.61,8.59,7.7,5.7,31,1,2.87,1,6,3.98,1
1253,51,3,4,52,9.28,8.18,6.85,9.7,6.8,4.7,1,1,9.73,0,7,6.01,1
1254,25,0,0,58,3.59,2.71,8.62,7.41,5.0,7.4,40,0,2.21,0,7,3.64,0
1255,39,3,2,35,7.62,7.49,3.81,4.77,4.4,10.0,106,1,8.99,0,3,1.72,1
1256,58,2,6,58,7.98,4.0,6.2,9.54,7.0,7.1,19,0,7.34,0,8,4.6,1
1257,46,1,2,34,8.28,6.25,7.57,9.72,4.1,6.8,92,1,1.66,1,7,7.76,1
1258,22,2,3,49,6.14,1.35,4.59,9.42,4.3,6.5,57,1,5.35,0,4,5.13,0
1259,36,0,1,30,1.09,5.46,1.6,4.71,7.5,7.0,106,1,5.67,0,2,4.65,0
1260,30,3,2,58,7.86,2.34,3.06,8.11,6.7,3.4,89,0,9.39,1,1,4.29,1
1261,36,3,4,47,1.96,5.38,8.95,6.89,5.6,3.2,37,1,4.79,0,8,5.13,0
1262,45,3,6,44,2.05,2.27,8.42,2.62,6.7,7.8,0,0,5.02,1,0,3.86,0
1263,25,2,1,52,6.45,4.93,1.78,5.82,7.0,0.5,68,0,2.01,1,6,6.51,0
1264,33,1,4,39,9.85,2.0,3.02,7.73,6.8,7.6,53,0,6.75,1,6,1.57,1
1265,58,2,1,32,3.18,2.98,7.92,9.06,7.2,8.1,13,1,2.9,1,0,8.27,0
1266,58,2,0,34,6.81,6.36,5.37,8.76,8.7,5.2,24,1,1.7,0,6,2.56,0
1267,27,0,3,53,3.73,9.79,7.84,2.39,5.9,9.1,111,0,9.97,1,0,6.7,0
1268,45,0,0,58,9.09,5.04,2.9,5.39,5.5,4.7,8,0,3.43,1,1,5.05,1
1269,32,0,4,42,6.34,7.18,9.57,5.3,4.2,1.8,93,1,2.27,0,8,7.96,0
1270,34,1,4,37,2.87,5.85,8.05,9.09,4.7,3.6,82,1,7.3,1,7,8.44,0
1271,55,1,4,51,3.36,5.49,2.78,1.02,4.5,9.1,60,1,8.4,1,8,2.84,0
1272,46,0,5,50,4.89,1.58,6.03,7.65,5.7,9.9,51,1,1.58,0,8,7.09,0
